% 1. Title: Tweets Sentiment Analysis
@RELATION tweetfeatures

@ATTRIBUTE countfirstpersonpronouns NUMERIC
@ATTRIBUTE countsecondpersonpronouns NUMERIC
@ATTRIBUTE countthirdpersonpronouns NUMERIC
@ATTRIBUTE countcoordinatingconjunctions NUMERIC
@ATTRIBUTE countpasttenseverbs NUMERIC
@ATTRIBUTE countfuturetenseverbs NUMERIC
@ATTRIBUTE countcommas NUMERIC
@ATTRIBUTE countcolonssemicolons NUMERIC
@ATTRIBUTE countdashes NUMERIC
@ATTRIBUTE countparentheses NUMERIC
@ATTRIBUTE countellipses NUMERIC
@ATTRIBUTE countcommonnouns NUMERIC
@ATTRIBUTE countpropernouns NUMERIC
@ATTRIBUTE countadverbs NUMERIC
@ATTRIBUTE countwhwords NUMERIC
@ATTRIBUTE countslangacronyms NUMERIC
@ATTRIBUTE countuppercase NUMERIC
@ATTRIBUTE averagelengthsentences NUMERIC
@ATTRIBUTE averagelengthtokens NUMERIC
@ATTRIBUTE numbersentences NUMERIC
@ATTRIBUTE class {0,4}

@DATA
1,1,0,0,1,0,0,0,1,0,0,8,1,0,0,0,1,8.66666666667,2.95652173913,3,0
0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,9.0,3.625,1,0
0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,10.0,3.3,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8.0,2.71428571429,1,0
0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,7.0,2.90909090909,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,3.0,1,0
5,0,0,0,4,0,0,0,0,0,1,8,1,2,1,0,0,27.0,3.76923076923,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0,5.66666666667,1,0
1,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,1,16.0,3.5,1,0
3,1,0,2,0,0,1,0,0,0,0,5,1,1,0,0,0,19.0,3.11764705882,1,0
3,0,0,2,1,0,0,0,0,0,0,13,2,2,0,1,0,14.5,3.85714285714,2,0
3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,14.0,4.14285714286,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,9.0,4.0,1,0
2,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,6.75,4.17391304348,4,0
1,0,0,0,0,0,0,0,1,0,1,4,0,1,0,0,0,11.0,3.4,1,0
1,0,0,0,1,0,0,0,0,0,0,6,1,1,0,0,0,7.0,4.36842105263,3,0
1,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,12.0,4.72727272727,1,0
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,9.0,5.85714285714,1,0
3,0,2,0,0,0,0,0,0,0,1,11,2,2,0,1,0,14.5,3.5,2,0
1,0,2,0,1,0,0,0,0,0,0,5,3,3,1,0,0,10.6666666667,3.27586206897,3,0
0,0,0,2,3,1,2,0,0,0,0,8,0,3,0,0,0,15.0,3.46428571429,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10.0,3.77777777778,1,0
0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,9.0,4.22222222222,1,0
2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,14.0,4.14285714286,1,0
0,0,1,1,2,0,0,0,0,0,1,9,0,2,0,0,0,15.0,2.86206896552,2,0
0,0,1,1,1,0,0,0,0,0,0,6,0,1,0,0,0,7.5,2.78571428571,2,0
3,0,0,2,0,0,0,0,1,0,0,9,1,1,0,0,0,10.3333333333,3.85185185185,3,0
1,1,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,23.0,3.0,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,4.0,1,0
0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,10.0,4.125,1,0
0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,2,15.0,4.14285714286,1,0
0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,7.0,3.66666666667,1,0
2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7.0,4.0,1,0
0,0,0,1,0,0,2,0,0,0,0,7,0,0,0,0,1,8.5,3.92857142857,2,0
0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,12.0,4.41666666667,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,3.75,1,0
0,0,0,1,2,0,2,0,1,0,0,12,4,2,0,1,3,28.0,4.2,1,0
1,0,1,1,0,0,0,0,0,0,0,7,0,0,1,0,0,16.0,4.125,1,0
1,1,0,1,1,0,0,0,0,0,0,7,0,1,2,2,0,8.66666666667,3.52173913043,3,0
3,0,0,0,0,0,0,0,0,0,1,4,0,1,0,2,0,19.0,2.89473684211,1,0
0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,3.0,4.0,2,0
0,1,2,1,1,0,0,0,0,0,0,8,0,1,2,0,0,24.0,3.16666666667,1,0
0,0,1,1,2,0,1,0,0,0,0,4,0,0,0,1,0,13.0,4.5,1,0
0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,13.5,3.47826086957,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.5,1,0
1,0,0,1,1,0,3,0,0,0,0,2,0,4,0,0,0,18.0,4.73333333333,1,0
1,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,7.0,2.92307692308,2,0
2,1,0,0,2,0,0,0,0,0,0,8,0,0,0,1,0,9.5,2.88235294118,2,0
0,0,1,0,0,0,0,0,1,0,0,6,0,1,1,0,0,25.0,3.41666666667,1,0
0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,12.0,3.75,1,0
0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,11.0,3.90909090909,1,0
0,0,2,1,0,1,0,0,0,0,0,10,1,3,1,1,0,11.0,3.06666666667,3,0
3,0,3,0,0,0,3,0,0,0,0,3,0,2,0,0,0,14.0,3.39130434783,2,0
2,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,21.0,2.89473684211,1,0
0,0,1,1,1,0,0,0,0,0,0,10,2,2,0,0,0,6.5,3.72727272727,4,0
0,0,1,1,1,0,0,0,0,0,0,8,0,0,1,0,0,20.0,4.52631578947,1,0
1,0,0,1,1,0,1,0,0,0,0,6,0,0,1,0,0,17.0,3.4375,1,0
0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,10.0,2.77777777778,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,6.2,1,0
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6.0,5.0,1,0
2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,20.0,4.05,1,0
1,0,3,1,1,0,0,0,0,0,0,2,0,3,0,0,0,5.66666666667,3.73333333333,3,0
0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,6.0,3.6,1,0
1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,4.66666666667,2.83333333333,3,0
1,0,2,1,0,0,0,0,0,0,3,4,0,2,0,0,0,8.66666666667,3.08695652174,3,0
2,0,2,0,1,0,0,0,1,0,1,8,0,1,1,0,2,12.5,4.13043478261,2,0
0,1,0,0,1,1,2,0,0,0,0,7,2,2,1,0,0,23.0,4.28571428571,1,0
0,0,1,1,0,0,1,0,0,0,1,4,1,0,0,0,0,16.0,4.0,1,0
1,0,1,0,2,0,0,0,0,0,1,1,0,3,0,0,0,12.0,4.0,1,0
1,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,13.0,4.33333333333,1,0
1,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,8.5,4.64285714286,2,0
1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,13.0,4.38461538462,1,0
0,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,0,10.0,4.5,1,0
0,0,0,1,2,0,0,0,0,0,0,5,0,1,0,0,0,14.0,4.42857142857,1,0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4.33333333333,3.2,3,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,3.16666666667,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,13.0,4.23076923077,1,0
1,1,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,9.5,4.55555555556,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9.0,2.77777777778,1,0
1,0,1,1,3,0,0,0,0,0,3,10,0,2,0,0,0,14.5,3.23076923077,2,0
1,0,1,0,1,0,0,0,0,0,2,4,0,1,1,1,0,25.0,3.45833333333,1,0
0,0,0,1,0,0,0,0,0,1,1,4,0,2,0,1,0,11.0,4.26315789474,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,6.5,4.16666666667,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,7.0,3.5,1,0
2,0,0,1,0,0,1,0,0,0,0,8,4,2,0,0,0,12.0,4.14285714286,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,3.66666666667,1,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.0,5.25,1,0
0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,7.5,3.30769230769,2,0
0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,0,8.0,5.375,1,0
1,0,1,0,0,0,0,0,0,0,0,7,0,3,0,0,0,15.0,3.66666666667,1,0
1,0,2,0,1,0,0,0,0,0,1,4,1,2,1,0,0,11.5,2.5,2,0
2,2,1,2,0,0,0,0,0,0,0,8,0,4,0,1,0,16.5,2.79310344828,2,0
3,0,0,1,1,0,0,0,0,0,0,10,1,0,0,0,1,13.5,3.80769230769,2,0
1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,7.5,4.08333333333,2,0
0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,14.0,4.15384615385,1,0
1,0,0,0,0,0,0,0,1,0,0,6,2,1,0,0,0,14.0,3.30769230769,1,0
0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,1,5.5,5.6,2,0
1,0,0,0,1,0,1,0,0,0,0,2,1,1,1,1,0,6.5,3.54545454545,2,0
0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,7.0,3.71428571429,1,0
1,0,0,1,1,0,1,0,0,0,0,4,0,2,0,0,0,14.5,3.92592592593,2,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,3.0,1,0
2,0,0,0,0,0,0,0,1,0,0,9,2,0,0,0,0,14.0,3.56,2,0
2,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,10.0,2.8,1,0
1,0,2,1,2,0,1,0,0,0,1,7,1,0,0,0,0,21.0,4.11111111111,1,0
0,1,1,0,0,0,0,0,0,0,0,6,0,1,0,1,12,6.5,3.84615384615,2,0
0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,11.0,3.3,1,0
0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,1,7.5,3.07142857143,2,0
1,2,0,0,0,2,0,0,0,0,0,5,0,1,0,1,0,9.5,2.72222222222,2,0
1,0,1,0,1,0,0,0,0,0,0,3,0,1,1,0,0,6.0,3.08333333333,2,0
1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,14.0,2.78571428571,1,0
1,0,0,0,0,1,1,0,1,0,0,9,0,2,0,0,0,6.0,4.21739130435,5,0
0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,15.0,4.15384615385,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,3.0,1,0
0,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,5.0,4.0,2,0
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,4.66666666667,2.91666666667,3,0
1,0,0,0,2,0,2,0,0,0,0,6,0,1,1,0,1,21.0,3.36842105263,1,0
2,0,0,1,1,0,1,0,0,0,0,4,0,1,0,0,0,16.0,3.21428571429,1,0
0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,4.33333333333,4.18181818182,3,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4.0,3.71428571429,2,0
1,0,1,1,1,0,1,0,0,0,0,6,2,0,0,0,0,10.6666666667,3.42857142857,3,0
0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,5.5,4.75,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,6.0,1,0
0,1,1,0,2,1,0,0,0,0,0,8,0,0,1,1,0,11.0,3.5,2,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.0,3.33333333333,1,0
1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,6.0,4.33333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,10.0,3.66666666667,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,4.0,3.375,2,0
2,0,0,2,3,0,3,1,0,0,0,9,2,2,0,0,0,29.0,4.16,1,0
0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,11.0,3.55555555556,1,0
1,0,1,0,1,0,0,0,0,0,0,6,4,1,0,0,0,5.66666666667,4.42857142857,3,0
2,0,0,0,1,0,0,0,0,0,0,5,0,1,0,1,0,7.0,3.66666666667,2,0
0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,4.0,5.11111111111,3,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,6.0,4.16666666667,1,0
2,0,1,0,0,0,0,1,0,0,0,11,0,2,0,0,0,14.5,3.77777777778,2,0
2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,12.0,3.54545454545,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,6.5,1,0
1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,6.0,4.0,2,0
0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,16.0,4.5,1,0
1,0,0,0,1,0,0,0,0,0,1,4,0,1,1,0,1,9.0,4.13333333333,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,6.0,2.83333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,3.0,1,0
1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,7.0,4.38461538462,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,1.8,1,0
3,0,1,1,0,0,0,0,0,0,1,9,1,3,0,0,0,12.0,2.62857142857,3,0
1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,7.0,4.42857142857,1,0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8.0,4.75,1,0
0,0,0,1,1,0,0,0,0,0,0,5,0,1,0,0,0,21.0,3.66666666667,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7.0,4.42857142857,1,0
0,0,1,0,0,0,0,0,0,0,1,4,0,2,0,0,0,15.0,4.0,1,0
2,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,15.0,2.5,1,0
1,0,1,0,0,0,0,0,0,0,1,8,1,1,0,0,0,7.5,4.42857142857,2,0
2,0,0,1,1,0,1,0,0,0,0,6,0,2,0,0,0,20.0,4.05263157895,1,0
1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,14.0,3.25,1,0
0,0,1,0,1,0,0,0,0,0,0,3,0,3,0,1,1,5.0,3.77777777778,2,0
0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,7.0,5.5,1,0
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,5.0,4.22222222222,2,0
0,0,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,13.0,3.23076923077,1,0
0,0,0,0,0,0,0,0,0,0,1,5,1,4,0,0,1,18.0,3.76470588235,1,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,13.0,3.58333333333,1,0
2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,6.0,3.27272727273,2,0
0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,7.0,2.16666666667,1,0
2,0,1,0,0,0,0,0,0,0,0,4,0,3,0,0,0,12.0,3.65217391304,2,0
1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2.5,1.75,2,0
0,0,1,0,1,0,0,0,0,0,2,4,0,2,0,0,0,6.0,3.5,3,0
0,0,2,1,1,0,0,0,0,0,0,13,0,2,1,0,0,10.6666666667,3.5,3,0
1,0,1,1,2,1,1,0,0,0,0,8,2,3,1,0,2,6.75,4.22727272727,4,0
0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,12.0,3.6,1,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,1.66666666667,1,0
4,0,1,0,2,0,1,0,2,0,1,7,0,3,0,1,0,33.0,2.86666666667,1,0
0,3,0,0,1,0,1,0,0,0,0,7,2,2,0,0,0,10.0,3.26923076923,3,0
1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,8.0,3.42857142857,1,0
2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,5.4,1,0
0,0,0,0,2,0,0,0,0,0,0,12,0,1,0,2,6,12.0,3.30434782609,2,0
2,0,2,0,0,0,0,0,0,1,0,6,1,3,0,0,0,12.5,3.33333333333,2,0
0,0,1,0,0,0,0,0,1,0,4,7,3,1,0,0,0,5.5,3.76470588235,4,4
3,2,0,1,0,0,0,0,1,0,1,6,2,2,0,0,0,13.5,4.58333333333,2,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,6.0,1,4
0,1,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,14.0,3.23076923077,1,4
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,5.0,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.5,1,4
1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,16.0,2.84615384615,1,4
1,1,0,0,0,0,0,0,0,0,1,8,0,1,0,1,0,13.5,4.25,2,4
2,0,2,0,2,0,0,0,0,0,0,6,0,4,0,1,0,6.25,3.95238095238,4,4
0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,4.0,4.5,2,4
1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,7.0,2.66666666667,1,4
1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,8.5,3.2,2,4
2,1,0,1,1,0,0,0,1,0,0,8,1,2,1,0,0,35.0,3.12121212121,1,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7.0,6.0,1,4
1,0,3,0,1,0,0,0,0,0,0,5,0,1,0,0,0,10.3333333333,3.25,3,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.0,3.75,1,4
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,4.66666666667,1,4
1,1,0,1,0,0,1,0,0,0,0,6,0,1,0,0,0,16.0,3.28571428571,1,4
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7.0,3.42857142857,1,4
3,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,0,16.0,4.8,1,4
0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,8,3.66666666667,4.0,3,4
0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,4.5,4.0,2,4
0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,14.0,2.61538461538,1,4
0,0,3,1,0,1,0,0,0,0,3,3,0,2,2,0,0,21.0,3.44444444444,1,4
1,0,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,6.0,3.0,2,4
1,1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,10.0,4.5,1,4
0,0,1,0,0,0,1,0,0,0,0,7,0,0,1,0,0,5.66666666667,3.2,3,4
0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,10.0,3.88888888889,1,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,6.5,1,4
0,1,1,0,1,0,0,0,1,0,0,6,0,0,0,0,0,5.66666666667,3.33333333333,3,4
0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,4.0,3.71428571429,2,4
2,0,0,1,0,0,0,0,0,0,0,6,2,1,0,0,0,18.0,4.05882352941,1,4
2,0,0,1,0,0,0,0,2,0,0,10,2,2,0,1,0,14.0,3.34615384615,2,4
3,0,4,1,0,0,0,0,2,0,0,7,0,1,0,0,2,34.0,3.15625,1,4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,6.0,4.8,2,4
1,0,0,1,0,0,0,0,0,0,1,5,0,2,0,1,0,17.0,3.3125,1,4
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,3.0,1,4
1,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,5.33333333333,3.5,3,4
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,7.0,3.57142857143,1,4
0,0,0,2,0,0,1,0,0,0,1,8,5,1,0,0,0,12.5,4.2380952381,2,4
3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,14.0,3.15384615385,1,4
1,0,0,0,1,0,2,0,0,0,0,4,1,1,0,0,1,11.5,4.26315789474,2,4
0,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,12.0,4.18181818182,1,4
0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,7.0,3.75,2,4
0,0,0,0,0,0,1,0,1,0,0,3,0,2,0,0,0,16.0,3.78571428571,1,4
0,1,0,1,0,0,0,0,0,0,0,5,0,1,1,1,0,5.0,4.25,3,4
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0,3.5,1,4
2,1,0,1,0,0,0,0,0,0,1,7,0,1,0,0,1,11.5,3.36363636364,2,4
0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,1,0,5.0,4.4,2,4
2,0,1,1,0,0,0,0,0,0,0,5,0,3,0,1,0,7.75,3.60714285714,4,4
0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,6.0,4.2,1,4
2,1,0,1,0,0,1,0,2,0,0,4,0,1,0,0,0,13.0,3.2380952381,2,4
0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,11.0,3.7,1,4
2,0,1,0,1,0,0,0,0,0,1,9,0,3,0,0,0,11.0,3.5,3,4
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,8.5,4.66666666667,2,4
2,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10.5,3.1,2,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,4.33333333333,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6.0,4.16666666667,1,4
1,0,0,1,1,0,0,0,1,0,0,7,0,1,0,0,1,19.0,4.33333333333,1,4
2,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,18.0,3.11764705882,1,4
0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,10.0,3.6,1,4
2,1,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,10.0,3.64705882353,2,4
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,4.5,4.57142857143,2,4
3,0,2,1,4,0,0,0,0,0,0,4,1,0,1,0,0,13.0,3.54166666667,2,4
0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,5.5,3.5,2,4
0,2,0,1,0,0,1,0,1,0,2,8,0,2,0,0,1,14.5,4.33333333333,2,4
1,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,5.33333333333,3.21428571429,3,4
2,2,1,0,0,0,0,0,2,0,0,7,1,1,0,0,1,10.5,2.83333333333,2,4
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,4.66666666667,1,4
0,0,0,0,1,0,1,0,0,0,0,5,3,0,0,0,0,11.0,4.3,1,4
2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9.0,3.22222222222,1,4
1,1,0,0,2,1,1,0,0,0,0,6,0,2,0,0,0,12.5,4.39130434783,2,4
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,4.0,1,4
2,0,0,0,2,0,0,0,0,0,0,14,3,3,1,1,0,14.0,3.44444444444,2,4
1,0,0,0,2,0,1,0,0,0,0,5,0,2,0,0,0,14.0,3.61538461538,1,4
1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,7.5,4.76923076923,2,4
5,1,1,0,0,1,0,0,2,1,0,9,0,1,0,1,0,12.6666666667,2.87096774194,3,4
4,0,0,1,3,0,0,1,0,0,0,6,0,1,0,0,1,16.0,3.24137931034,2,4
4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6.0,2.9,2,4
1,0,0,0,0,0,1,0,0,0,0,8,3,1,1,0,0,10.0,2.70588235294,2,4
2,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,11.5,4.05555555556,2,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.75,1,4
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.5,3.09090909091,2,4
0,0,0,1,0,0,3,0,0,0,0,2,0,1,5,0,0,9.0,3.86363636364,3,4
2,0,0,0,1,0,0,0,1,0,1,5,0,0,0,0,0,9.0,2.8125,2,4
1,0,1,0,2,0,1,0,0,0,0,6,0,0,0,0,0,6.5,4.09090909091,2,4
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,2.33333333333,1,4
2,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,7.0,2.5,2,4
0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,9.0,4.0,1,4
1,0,1,0,1,0,0,0,0,0,0,6,1,2,0,0,0,8.33333333333,3.4347826087,3,4
1,0,0,1,0,0,0,0,0,0,0,6,1,3,0,0,1,18.0,3.82352941176,1,4
2,0,0,0,2,0,0,0,1,0,0,10,1,1,0,0,1,14.0,3.72,2,4
1,1,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0,12.0,1.77777777778,1,4
0,0,0,0,1,0,1,0,0,0,0,6,0,1,0,0,0,10.0,3.05555555556,2,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,3.2,1,4
4,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,12.0,3.75,1,4
0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,2,7.0,3.625,2,4
2,0,0,0,0,0,0,0,0,0,0,9,0,2,0,1,2,7.0,3.0,4,4
0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,1,2,19.0,3.84210526316,1,4
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.5,4.33333333333,2,4
3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15.0,2.73333333333,1,4
1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,7.0,4.94736842105,4,4
0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11.0,4.45454545455,1,4
1,1,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,3.25,3.44444444444,4,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,3.0,1,4
